"exchange","symbol","fiscalQID","revenue","quarter","year","fiscalQ1"
"SEHK","762","FQ32014",10714.34387,3,2014,"2014Q3"
"SEHK","762","FQ42014",11180.58689,4,2014,"2014Q4"
"SEHK","762","FQ12015",11985.3214,1,2015,"2015Q1"
"SEHK","762","FQ22015",11351.02006,2,2015,"2015Q2"
"SEHK","762","FQ32015",10575.76139,3,2015,"2015Q3"
"SEHK","762","FQ42015",10032.49906,4,2015,"2015Q4"
"SEHK","762","FQ12016",10898.16089,1,2016,"2016Q1"
"SEHK","762","FQ22016",10518.27891,2,2016,"2016Q2"
"SEHK","762","FQ32016",10028.63866,3,2016,"2016Q3"
"SEHK","762","FQ42016",9657.80454,4,2016,"2016Q4"
"SEHK","762","FQ12017",10022.07601,1,2017,"2017Q1"
"TSE","7751","FQ12013",8669.81283,1,2013,"2013Q1"
"TSE","7751","FQ22013",9742.35443,2,2013,"2013Q2"
"TSE","7751","FQ32013",9305.50333,3,2013,"2013Q3"
"TSE","7751","FQ42013",9840.20872,4,2013,"2013Q4"
"TSE","7751","FQ12014",8434.3078,1,2014,"2014Q1"
"TSE","7751","FQ22014",9150.37739,2,2014,"2014Q2"
"TSE","7751","FQ32014",7950.84752,3,2014,"2014Q3"
"TSE","7751","FQ42014",8847.17662,4,2014,"2014Q4"
"TSE","7751","FQ12015",7145.97064,1,2015,"2015Q1"
"TSE","7751","FQ22015",7967.34272,2,2015,"2015Q2"
"TSE","7751","FQ32015",7731.92482,3,2015,"2015Q3"
"TSE","7751","FQ42015",8674.19348,4,2015,"2015Q4"
"TSE","7751","FQ12016",7095.3183,1,2016,"2016Q1"
"TSE","7751","FQ22016",8376.70736,2,2016,"2016Q2"
"TSE","7751","FQ32016",7690.32819,3,2016,"2016Q3"
"TSE","7751","FQ42016",8267.00595,4,2016,"2016Q4"
"TSE","7751","FQ12017",8724.31403,1,2017,"2017Q1"
"TSEC","8150","FQ12013",148.08874,1,2013,"2013Q1"
"TSEC","8150","FQ22013",164.4419,2,2013,"2013Q2"
"TSEC","8150","FQ32013",172.95016,3,2013,"2013Q3"
"TSEC","8150","FQ42013",163.68602,4,2013,"2013Q4"
"TSEC","8150","FQ12014",163.90768,1,2014,"2014Q1"
"TSEC","8150","FQ22014",181.17132,2,2014,"2014Q2"
"TSEC","8150","FQ32014",190.927,3,2014,"2014Q3"
"TSEC","8150","FQ42014",182.62221,4,2014,"2014Q4"
"TSEC","8150","FQ12015",166.79361,1,2015,"2015Q1"
"TSEC","8150","FQ22015",163.86407,2,2015,"2015Q2"
"TSEC","8150","FQ32015",146.46628,3,2015,"2015Q3"
"TSEC","8150","FQ12016",138.35604,1,2016,"2016Q1"
"TSEC","8150","FQ22016",146.57637,2,2016,"2016Q2"
"TSEC","8150","FQ32016",160.0894,3,2016,"2016Q3"
"TSEC","8150","FQ12017",149.92547,1,2017,"2017Q1"
"TSE","8306","FQ12013",7337.3076,1,2013,"2013Q1"
"TSE","8306","FQ22013",4807.34385,2,2013,"2013Q2"
"TSE","8306","FQ32013",6868.44331,3,2013,"2013Q3"
"TSE","8306","FQ42013",3189.70229,4,2013,"2013Q4"
"TSE","8306","FQ12014",7570.34584,1,2014,"2014Q1"
"TSE","8306","FQ22014",-530.53095,2,2014,"2014Q2"
"TSE","8306","FQ32014",12954.93038,3,2014,"2014Q3"
"TSE","8306","FQ42014",-3477.30933,4,2014,"2014Q4"
"TSE","8306","FQ12015",6598.23253,1,2015,"2015Q1"
"TSE","8306","FQ22015",6968.86031,2,2015,"2015Q2"
"TSE","8306","FQ32015",6491.85757,3,2015,"2015Q3"
"TSE","8306","FQ42015",5246.68733,4,2015,"2015Q4"
"TSE","8306","FQ12016",6979.29691,1,2016,"2016Q1"
"TSE","8306","FQ22016",6166.49279,2,2016,"2016Q2"
"TSE","8306","FQ32016",5180.2665,3,2016,"2016Q3"
"TSE","8306","FQ42016",1913.59906,4,2016,"2016Q4"
"TSE","8306","FQ12017",6766.69721,1,2017,"2017Q1"
"TSE","8306","FQ22017",6977.97076,2,2017,"2017Q2"
"TSE","8306","FQ32017",7119.98246,3,2017,"2017Q3"
"TSE","8306","FQ42017",-8923.63242,4,2017,"2017Q4"
"TSE","8316","FQ12013",6847.04112,1,2013,"2013Q1"
"TSE","8316","FQ22013",2907.17689,2,2013,"2013Q2"
"TSE","8316","FQ32013",8587.60627,3,2013,"2013Q3"
"TSE","8316","FQ42013",6656.72291,4,2013,"2013Q4"
"TSE","8316","FQ12014",7451.21642,1,2014,"2014Q1"
"TSE","8316","FQ22014",1771.66012,2,2014,"2014Q2"
"TSE","8316","FQ32014",11383.57526,3,2014,"2014Q3"
"TSE","8316","FQ42014",5091.49095,4,2014,"2014Q4"
"TSE","8316","FQ12015",6239.92676,1,2015,"2015Q1"
"TSE","8316","FQ22015",6901.00252,2,2015,"2015Q2"
"TSE","8316","FQ32015",5737.95749,3,2015,"2015Q3"
"TSE","8316","FQ42015",6283.88211,4,2015,"2015Q4"
"TSE","8316","FQ12016",5735.49477,1,2016,"2016Q1"
"TSE","8316","FQ22016",5804.6604,2,2016,"2016Q2"
"TSE","8316","FQ32016",6114.7757,3,2016,"2016Q3"
"TSE","8316","FQ42016",-414.36452,4,2016,"2016Q4"
"TSE","8316","FQ12017",7240.44956,1,2017,"2017Q1"
"TSE","8316","FQ22017",7427.34128,2,2017,"2017Q2"
"TSE","8316","FQ32017",7189.33578,3,2017,"2017Q3"
"TSE","8316","FQ42017",-5082.74447,4,2017,"2017Q4"
"TSE","8411","FQ12013",4058.00073,1,2013,"2013Q1"
"TSE","8411","FQ22013",4569.63682,2,2013,"2013Q2"
"TSE","8411","FQ32013",2541.09488,3,2013,"2013Q3"
"TSE","8411","FQ42013",3139.38115,4,2013,"2013Q4"
"TSE","8411","FQ12014",4291.11779,1,2014,"2014Q1"
"TSE","8411","FQ22014",4078.22295,2,2014,"2014Q2"
"TSE","8411","FQ32014",3148.74924,3,2014,"2014Q3"
"TSE","8411","FQ42014",2570.81104,4,2014,"2014Q4"
"TSE","8411","FQ12015",3580.06605,1,2015,"2015Q1"
"TSE","8411","FQ22015",4115.68811,2,2015,"2015Q2"
"TSE","8411","FQ32015",3136.17126,3,2015,"2015Q3"
"TSE","8411","FQ42015",3089.07415,4,2015,"2015Q4"
"TSE","8411","FQ12016",3616.0671,1,2016,"2016Q1"
"TSE","8411","FQ22016",3951.84373,2,2016,"2016Q2"
"TSE","8411","FQ32016",3311.00683,3,2016,"2016Q3"
"TSE","8411","FQ42016",3943.10235,4,2016,"2016Q4"
"TSE","8411","FQ12017",4339.04261,1,2017,"2017Q1"
"TSE","8411","FQ22017",4324.95673,2,2017,"2017Q2"
"TSE","8411","FQ32017",3918.44945,3,2017,"2017Q3"
"TSE","8411","FQ42017",4197.63235,4,2017,"2017Q4"
"SEHK","857","FQ12013",86921.88865,1,2013,"2013Q1"
"SEHK","857","FQ22013",88302.88802,2,2013,"2013Q2"
"SEHK","857","FQ32013",95026.8732,3,2013,"2013Q3"
"SEHK","857","FQ42013",95034.68767,4,2013,"2013Q4"
"SEHK","857","FQ12014",85083.48353,1,2014,"2014Q1"
"SEHK","857","FQ22014",97520.78485,2,2014,"2014Q2"
"SEHK","857","FQ32014",97838.23382,3,2014,"2014Q3"
"SEHK","857","FQ42014",78422.76674,4,2014,"2014Q4"
"SEHK","857","FQ12015",66188.56363,1,2015,"2015Q1"
"SEHK","857","FQ22015",72507.86211,2,2015,"2015Q2"
"SEHK","857","FQ32015",67247.82909,3,2015,"2015Q3"
"SEHK","857","FQ42015",58458.06711,4,2015,"2015Q4"
"SEHK","857","FQ12016",54665.88153,1,2016,"2016Q1"
"SEHK","857","FQ22016",55509.70354,2,2016,"2016Q2"
"SEHK","857","FQ32016",61681.13579,3,2016,"2016Q3"
"SEHK","857","FQ42016",60872.05122,4,2016,"2016Q4"
"SEHK","857","FQ12017",71683.00578,1,2017,"2017Q1"
"TSE","8591","FQ12013",1585.41223,1,2013,"2013Q1"
"TSE","8591","FQ22013",1584.27275,2,2013,"2013Q2"
"TSE","8591","FQ32013",1627.03047,3,2013,"2013Q3"
"TSE","8591","FQ42013",1412.88819,4,2013,"2013Q4"
"TSE","8591","FQ12014",1432.3643,1,2014,"2014Q1"
"TSE","8591","FQ22014",3394.25268,2,2014,"2014Q2"
"TSE","8591","FQ32014",2829.02506,3,2014,"2014Q3"
"TSE","8591","FQ42014",3727.1102,4,2014,"2014Q4"
"TSE","8591","FQ12015",3507.95271,1,2015,"2015Q1"
"TSE","8591","FQ22015",4355.76103,2,2015,"2015Q2"
"TSE","8591","FQ32015",4687.72587,3,2015,"2015Q3"
"TSE","8591","FQ42015",4469.22252,4,2015,"2015Q4"
"TSE","8591","FQ12016",4362.74741,1,2016,"2016Q1"
"TSE","8591","FQ22016",4209.87188,2,2016,"2016Q2"
"TSE","8591","FQ32016",4773.84385,3,2016,"2016Q3"
"TSE","8591","FQ42016",4637.57544,4,2016,"2016Q4"
"TSE","8591","FQ12017",5218.1993,1,2017,"2017Q1"
"TSE","8591","FQ22017",5662.33514,2,2017,"2017Q2"
"TSE","8591","FQ32017",5517.64422,3,2017,"2017Q3"
"TSE","8591","FQ42017",6226.24225,4,2017,"2017Q4"
"TSE","8604","FQ12013",2576.77967,1,2013,"2013Q1"
"TSE","8604","FQ22013",2718.57757,2,2013,"2013Q2"
"TSE","8604","FQ32013",2542.4938,3,2013,"2013Q3"
"TSE","8604","FQ42013",3108.4984,4,2013,"2013Q4"
"TSE","8604","FQ12014",3565.09635,1,2014,"2014Q1"
"TSE","8604","FQ22014",2848.04864,2,2014,"2014Q2"
"TSE","8604","FQ32014",2737.24189,3,2014,"2014Q3"
"TSE","8604","FQ42014",2800.79647,4,2014,"2014Q4"
"TSE","8604","FQ12015",3160.47777,1,2015,"2015Q1"
"TSE","8604","FQ22015",2827.32899,2,2015,"2015Q2"
"TSE","8604","FQ32015",2627.55309,3,2015,"2015Q3"
"TSE","8604","FQ42015",2818.12657,4,2015,"2015Q4"
"TSE","8604","FQ12016",2776.18974,1,2016,"2016Q1"
"TSE","8604","FQ22016",2314.244,2,2016,"2016Q2"
"TSE","8604","FQ32016",2373.86036,3,2016,"2016Q3"
"TSE","8604","FQ42016",2059.15797,4,2016,"2016Q4"
"TSE","8604","FQ12017",2788.09083,1,2017,"2017Q1"
"TSE","8604","FQ22017",2655.05797,2,2017,"2017Q2"
"TSE","8604","FQ32017",2342.5352,3,2017,"2017Q3"
"TSE","8604","FQ42017",2538.74443,4,2017,"2017Q4"
"SEHK","883","FQ12013",11051.80595,1,2013,"2013Q1"
"SEHK","883","FQ22013",11183.69637,2,2013,"2013Q2"
"SEHK","883","FQ32013",11807.54086,3,2013,"2013Q3"
"SEHK","883","FQ42013",11938.80078,4,2013,"2013Q4"
"SEHK","883","FQ12014",10999.87132,1,2014,"2014Q1"
"SEHK","883","FQ22014",10996.86421,2,2014,"2014Q2"
"SEHK","883","FQ32014",10727.78363,3,2014,"2014Q3"
"SEHK","883","FQ42014",10617.94581,4,2014,"2014Q4"
"SEHK","883","FQ12015",7133.1559,1,2015,"2015Q1"
"SEHK","883","FQ22015",7132.00547,2,2015,"2015Q2"
"SEHK","883","FQ32015",6259.04543,3,2015,"2015Q3"
"SEHK","883","FQ42015",6128.22489,4,2015,"2015Q4"
"SEHK","883","FQ12016",5046.32569,1,2016,"2016Q1"
"SEHK","883","FQ22016",4900.03008,2,2016,"2016Q2"
"SEHK","883","FQ32016",5734.78475,3,2016,"2016Q3"
"SEHK","883","FQ42016",5508.39647,4,2016,"2016Q4"
"SEHK","902","FQ12013",5170.31549,1,2013,"2013Q1"
"SEHK","902","FQ22013",5197.84975,2,2013,"2013Q2"
"SEHK","902","FQ32013",5746.42452,3,2013,"2013Q3"
"SEHK","902","FQ42013",5571.00449,4,2013,"2013Q4"
"SEHK","902","FQ12014",5892.22605,1,2014,"2014Q1"
"SEHK","902","FQ22014",5673.47835,2,2014,"2014Q2"
"SEHK","902","FQ32014",5457.40909,3,2014,"2014Q3"
"SEHK","902","FQ42014",5430.16242,4,2014,"2014Q4"
"SEHK","902","FQ12015",5529.08836,1,2015,"2015Q1"
"SEHK","902","FQ22015",4946.91669,2,2015,"2015Q2"
"SEHK","902","FQ32015",5025.14581,3,2015,"2015Q3"
"SEHK","902","FQ42015",4761.87835,4,2015,"2015Q4"
"SEHK","902","FQ12016",5413.95823,1,2016,"2016Q1"
"SEHK","902","FQ22016",3581.52708,2,2016,"2016Q2"
"SEHK","902","FQ32016",4542.64461,3,2016,"2016Q3"
"SEHK","902","FQ42016",4308.66106,4,2016,"2016Q4"
"SEHK","902","FQ12017",5457.5805,1,2017,"2017Q1"
"SEHK","941","FQ12013",24382.91363,1,2013,"2013Q1"
"SEHK","941","FQ22013",24673.89529,2,2013,"2013Q2"
"SEHK","941","FQ32013",26715.97531,3,2013,"2013Q3"
"SEHK","941","FQ42013",27012.96659,4,2013,"2013Q4"
"SEHK","941","FQ12014",26113.1933,1,2014,"2014Q1"
"SEHK","941","FQ22014",26106.05454,2,2014,"2014Q2"
"SEHK","941","FQ32014",26621.16145,3,2014,"2014Q3"
"SEHK","941","FQ42014",26348.59719,4,2014,"2014Q4"
"SEHK","941","FQ12015",26340.83395,1,2015,"2015Q1"
"SEHK","941","FQ22015",29415.53094,2,2015,"2015Q2"
"SEHK","941","FQ32015",27452.3345,3,2015,"2015Q3"
"SEHK","941","FQ42015",22816.32658,4,2015,"2015Q4"
"SEHK","941","FQ12016",27501.04575,1,2016,"2016Q1"
"SEHK","941","FQ22016",29013.23901,2,2016,"2016Q2"
"SEHK","941","FQ32016",25842.14229,3,2016,"2016Q3"
"SEHK","941","FQ42016",23867.41368,4,2016,"2016Q4"
"SEHK","941","FQ12017",26723.59954,1,2017,"2017Q1"
"TSE","9437","FQ12013",11989.35311,1,2013,"2013Q1"
"TSE","9437","FQ22013",12971.08787,2,2013,"2013Q2"
"TSE","9437","FQ32013",13451.35565,3,2013,"2013Q3"
"TSE","9437","FQ42013",5900.27085,4,2013,"2013Q4"
"TSE","9437","FQ12014",9696.57883,1,2014,"2014Q1"
"TSE","9437","FQ22014",9465.10794,2,2014,"2014Q2"
"TSE","9437","FQ32014",9556.09081,3,2014,"2014Q3"
"TSE","9437","FQ42014",9130.71381,4,2014,"2014Q4"
"TSE","9437","FQ12015",8989.0307,1,2015,"2015Q1"
"TSE","9437","FQ22015",8430.13648,2,2015,"2015Q2"
"TSE","9437","FQ32015",8051.92601,3,2015,"2015Q3"
"TSE","9437","FQ42015",7095.1164,4,2015,"2015Q4"
"TSE","9437","FQ12016",7167.62071,1,2016,"2016Q1"
"TSE","9437","FQ22016",7704.95693,2,2016,"2016Q2"
"TSE","9437","FQ32016",7972.41307,3,2016,"2016Q3"
"TSE","9437","FQ42016",8175.12423,4,2016,"2016Q4"
"TSE","9437","FQ12017",8719.61596,1,2017,"2017Q1"
"TSE","9437","FQ22017",9470.6392,2,2017,"2017Q2"
"TSE","9437","FQ32017",8195.83679,3,2017,"2017Q3"
"TSE","9437","FQ42017",8007.08532,4,2017,"2017Q4"
"SEHK","981","FQ12013",501.609,1,2013,"2013Q1"
"SEHK","981","FQ22013",541.302,2,2013,"2013Q2"
"SEHK","981","FQ32013",534.256,3,2013,"2013Q3"
"SEHK","981","FQ42013",491.797,4,2013,"2013Q4"
"SEHK","981","FQ12014",451.083,1,2014,"2014Q1"
"SEHK","981","FQ22014",511.344,2,2014,"2014Q2"
"SEHK","981","FQ32014",521.646,3,2014,"2014Q3"
"SEHK","981","FQ42014",485.893,4,2014,"2014Q4"
"SEHK","981","FQ12015",509.798,1,2015,"2015Q1"
"SEHK","981","FQ22015",546.615,2,2015,"2015Q2"
"SEHK","981","FQ32015",569.854,3,2015,"2015Q3"
"SEHK","981","FQ42015",610.148,4,2015,"2015Q4"
"SEHK","981","FQ12016",634.312,1,2016,"2016Q1"
"SEHK","981","FQ22016",690.221,2,2016,"2016Q2"
"SEHK","981","FQ32016",774.845,3,2016,"2016Q3"
"SEHK","981","FQ42016",814.802,4,2016,"2016Q4"
"SEHK","981","FQ12017",793.085,1,2017,"2017Q1"
"NYSE","A","FQ12013",1680,1,2013,"2013Q1"
"NYSE","A","FQ22013",1732,2,2013,"2013Q2"
"NYSE","A","FQ32013",1652,3,2013,"2013Q3"
"NYSE","A","FQ42013",1718,4,2013,"2013Q4"
"NYSE","A","FQ12014",1008,1,2014,"2014Q1"
"NYSE","A","FQ22014",988,2,2014,"2014Q2"
"NYSE","A","FQ32014",1009,3,2014,"2014Q3"
"NYSE","A","FQ42014",1043,4,2014,"2014Q4"
"NYSE","A","FQ12015",1026,1,2015,"2015Q1"
"NYSE","A","FQ22015",963,2,2015,"2015Q2"
"NYSE","A","FQ32015",1014,3,2015,"2015Q3"
"NYSE","A","FQ42015",1035,4,2015,"2015Q4"
"NYSE","A","FQ12016",1028,1,2016,"2016Q1"
"NYSE","A","FQ22016",1019,2,2016,"2016Q2"
"NYSE","A","FQ32016",1044,3,2016,"2016Q3"
"NYSE","A","FQ42016",1111,4,2016,"2016Q4"
"NYSE","A","FQ12017",1067,1,2017,"2017Q1"
"NYSE","A","FQ22017",1102,2,2017,"2017Q2"
"KOSE","A000030","FQ12013",209.38461,1,2013,"2013Q1"
"KOSE","A000030","FQ22013",312.80856,2,2013,"2013Q2"
"KOSE","A000030","FQ32013",418.24045,3,2013,"2013Q3"
"KOSE","A000030","FQ12014",173.69619,1,2014,"2014Q1"
"KOSE","A000030","FQ22014",258.16701,2,2014,"2014Q2"
"KOSE","A000030","FQ32014",361.63917,3,2014,"2014Q3"
"KOSE","A000030","FQ42014",220.27475,4,2014,"2014Q4"
"KOSE","A000030","FQ12015",229.49005,1,2015,"2015Q1"
"KOSE","A000030","FQ22015",274.80359,2,2015,"2015Q2"
"KOSE","A000030","FQ32015",301.03972,3,2015,"2015Q3"
"KOSE","A000030","FQ42015",307.28441,4,2015,"2015Q4"
"KOSE","A000030","FQ12016",160.50065,1,2016,"2016Q1"
"KOSE","A000030","FQ22016",306.72872,2,2016,"2016Q2"
"KOSE","A000030","FQ32016",130.51614,3,2016,"2016Q3"
"KOSE","A000030","FQ42016",308.52,4,2016,"2016Q4"
"KOSE","A000030","FQ12017",118.82531,1,2017,"2017Q1"
"KOSE","A005490","FQ12013",13106.48808,1,2013,"2013Q1"
"KOSE","A005490","FQ22013",13626.21069,2,2013,"2013Q2"
"KOSE","A005490","FQ32013",14086.54006,3,2013,"2013Q3"
"KOSE","A005490","FQ42013",15657.32643,4,2013,"2013Q4"
"KOSE","A005490","FQ12014",14532.29479,1,2014,"2014Q1"
"KOSE","A005490","FQ22014",16510.56223,2,2014,"2014Q2"
"KOSE","A005490","FQ32014",15377.49281,3,2014,"2014Q3"
"KOSE","A005490","FQ42014",14974.87194,4,2014,"2014Q4"
"KOSE","A005490","FQ12015",13628.98047,1,2015,"2015Q1"
"KOSE","A005490","FQ22015",13582.65597,2,2015,"2015Q2"
"KOSE","A005490","FQ32015",11821.23863,3,2015,"2015Q3"
"KOSE","A005490","FQ42015",11817.2485,4,2015,"2015Q4"
"KOSE","A005490","FQ12016",10962.61486,1,2016,"2016Q1"
"KOSE","A005490","FQ22016",11151.72327,2,2016,"2016Q2"
"KOSE","A005490","FQ32016",11591.01186,3,2016,"2016Q3"
"KOSE","A005490","FQ42016",12474.04397,4,2016,"2016Q4"
"KOSE","A005490","FQ12017",13486.32974,1,2017,"2017Q1"
"KOSE","A015760","FQ12013",12332.2697,1,2013,"2013Q1"
"KOSE","A015760","FQ22013",10127.07523,2,2013,"2013Q2"
"KOSE","A015760","FQ32013",13208.38501,3,2013,"2013Q3"
"KOSE","A015760","FQ42013",13441.24563,4,2013,"2013Q4"
"KOSE","A015760","FQ12014",13823.35622,1,2014,"2014Q1"
"KOSE","A015760","FQ22014",12654.20435,2,2014,"2014Q2"
"KOSE","A015760","FQ32014",14006.02194,3,2014,"2014Q3"
"KOSE","A015760","FQ42014",13573.24453,4,2014,"2014Q4"
"KOSE","A015760","FQ12015",13649.69109,1,2015,"2015Q1"
"KOSE","A015760","FQ22015",12225.53822,2,2015,"2015Q2"
"KOSE","A015760","FQ32015",13066.17151,3,2015,"2015Q3"
"KOSE","A015760","FQ42015",12403.38052,4,2015,"2015Q4"
"KOSE","A015760","FQ12016",13799.00958,1,2016,"2016Q1"
"KOSE","A015760","FQ22016",11514.30712,2,2016,"2016Q2"
"KOSE","A015760","FQ32016",14496.99226,3,2016,"2016Q3"
"KOSE","A015760","FQ42016",12342.56689,4,2016,"2016Q4"
"KOSE","A015760","FQ12017",13548.4297,1,2017,"2017Q1"
"KOSE","A017670","FQ12013",3654.29113,1,2013,"2013Q1"
"KOSE","A017670","FQ22013",3595.34965,2,2013,"2013Q2"
"KOSE","A017670","FQ32013",3835.01038,3,2013,"2013Q3"
"KOSE","A017670","FQ42013",4068.24089,4,2013,"2013Q4"
"KOSE","A017670","FQ12014",3954.85971,1,2014,"2014Q1"
"KOSE","A017670","FQ22014",4255.61947,2,2014,"2014Q2"
"KOSE","A017670","FQ32014",4127.94061,3,2014,"2014Q3"
"KOSE","A017670","FQ42014",3929.47695,4,2014,"2014Q4"
"KOSE","A017670","FQ12015",3826.9726,1,2015,"2015Q1"
"KOSE","A017670","FQ22015",3805.54139,2,2015,"2015Q2"
"KOSE","A017670","FQ32015",3599.21284,3,2015,"2015Q3"
"KOSE","A017670","FQ42015",3721.52803,4,2015,"2015Q4"
"KOSE","A017670","FQ12016",3719.94804,1,2016,"2016Q1"
"KOSE","A017670","FQ22016",3701.19044,2,2016,"2016Q2"
"KOSE","A017670","FQ32016",3858.77639,3,2016,"2016Q3"
"KOSE","A017670","FQ42016",3615.1656,4,2016,"2016Q4"
"KOSE","A017670","FQ12017",3787.58021,1,2017,"2017Q1"
"KOSE","A030200","FQ12013",5486.81343,1,2013,"2013Q1"
"KOSE","A030200","FQ22013",5027.63228,2,2013,"2013Q2"
"KOSE","A030200","FQ32013",5331.99156,3,2013,"2013Q3"
"KOSE","A030200","FQ42013",5808.99337,4,2013,"2013Q4"
"KOSE","A030200","FQ12014",5267.50189,1,2014,"2014Q1"
"KOSE","A030200","FQ22014",5568.50968,2,2014,"2014Q2"
"KOSE","A030200","FQ32014",5347.12371,3,2014,"2014Q3"
"KOSE","A030200","FQ12015",4872.48876,1,2015,"2015Q1"
"KOSE","A030200","FQ22015",4856.78027,2,2015,"2015Q2"
"KOSE","A030200","FQ32015",4638.81182,3,2015,"2015Q3"
"KOSE","A030200","FQ42015",5004.81309,4,2015,"2015Q4"
"KOSE","A030200","FQ12016",4851.80217,1,2016,"2016Q1"
"KOSE","A030200","FQ22016",4924.43387,2,2016,"2016Q2"
"KOSE","A030200","FQ32016",5028.21513,3,2016,"2016Q3"
"KOSE","A030200","FQ42016",5010.92988,4,2016,"2016Q4"
"KOSE","A030200","FQ12017",5019.56651,1,2017,"2017Q1"
"KOSE","A034220","FQ12013",6114.88818,1,2013,"2013Q1"
"KOSE","A034220","FQ22013",5739.37609,2,2013,"2013Q2"
"KOSE","A034220","FQ32013",6116.84859,3,2013,"2013Q3"
"KOSE","A034220","FQ42013",6705.51625,4,2013,"2013Q4"
"KOSE","A034220","FQ12014",5259.15812,1,2014,"2014Q1"
"KOSE","A034220","FQ22014",5909.95219,2,2014,"2014Q2"
"KOSE","A034220","FQ32014",6187.77775,3,2014,"2014Q3"
"KOSE","A034220","FQ42014",7642.63334,4,2014,"2014Q4"
"KOSE","A034220","FQ12015",6337.85958,1,2015,"2015Q1"
"KOSE","A034220","FQ22015",5998.01641,2,2015,"2015Q2"
"KOSE","A034220","FQ32015",6045.9311,3,2015,"2015Q3"
"KOSE","A034220","FQ42015",6369.87251,4,2015,"2015Q4"
"KOSE","A034220","FQ12016",5268.93969,1,2016,"2016Q1"
"KOSE","A034220","FQ22016",5078.39886,2,2016,"2016Q2"
"KOSE","A034220","FQ32016",6113.74707,3,2016,"2016Q3"
"KOSE","A034220","FQ42016",6591.93043,4,2016,"2016Q4"
"KOSE","A034220","FQ12017",6317.00504,1,2017,"2017Q1"
"KOSE","A055550","FQ12013",425.05108,1,2013,"2013Q1"
"KOSE","A055550","FQ22013",448.00691,2,2013,"2013Q2"
"KOSE","A055550","FQ32013",535.83948,3,2013,"2013Q3"
"KOSE","A055550","FQ42013",707.14138,4,2013,"2013Q4"
"KOSE","A055550","FQ12014",402.90359,1,2014,"2014Q1"
"KOSE","A055550","FQ22014",588.36694,2,2014,"2014Q2"
"KOSE","A055550","FQ32014",488.48437,3,2014,"2014Q3"
"KOSE","A055550","FQ42014",645.26678,4,2014,"2014Q4"
"KOSE","A055550","FQ12015",517.19851,1,2015,"2015Q1"
"KOSE","A055550","FQ22015",3761.09717,2,2015,"2015Q2"
"KOSE","A055550","FQ32015",1945.69289,3,2015,"2015Q3"
"KOSE","A055550","FQ42015",421.21258,4,2015,"2015Q4"
"KOSE","A055550","FQ12016",1963.11606,1,2016,"2016Q1"
"KOSE","A055550","FQ22016",3623.57479,2,2016,"2016Q2"
"KOSE","A055550","FQ32016",2155.7608,3,2016,"2016Q3"
"KOSE","A055550","FQ42016",379.65693,4,2016,"2016Q4"
"KOSE","A055550","FQ12017",2114.64899,1,2017,"2017Q1"
"KOSE","A105560","FQ12013",174.0484,1,2013,"2013Q1"
"KOSE","A105560","FQ22013",147.56516,2,2013,"2013Q2"
"KOSE","A105560","FQ32013",389.52943,3,2013,"2013Q3"
"KOSE","A105560","FQ42013",141.73442,4,2013,"2013Q4"
"KOSE","A105560","FQ12014",199.72045,1,2014,"2014Q1"
"KOSE","A105560","FQ22014",255.6445,2,2014,"2014Q2"
"KOSE","A105560","FQ32014",240.25222,3,2014,"2014Q3"
"KOSE","A105560","FQ42014",50.56159,4,2014,"2014Q4"
"KOSE","A105560","FQ12015",243.5442,1,2015,"2015Q1"
"KOSE","A105560","FQ22015",432.37482,2,2015,"2015Q2"
"KOSE","A105560","FQ32015",129.46527,3,2015,"2015Q3"
"KOSE","A105560","FQ42015",230.70401,4,2015,"2015Q4"
"KOSE","A105560","FQ12016",293.90794,1,2016,"2016Q1"
"KOSE","A105560","FQ22016",297.90354,2,2016,"2016Q2"
"KOSE","A105560","FQ32016",281.6955,3,2016,"2016Q3"
"KOSE","A105560","FQ42016",44.76407,4,2016,"2016Q4"
"KOSE","A105560","FQ12017",521.05151,1,2017,"2017Q1"
"NYSE","AA","FQ12015",3105,1,2015,"2015Q1"
"NYSE","AA","FQ22015",2964,2,2015,"2015Q2"
"NYSE","AA","FQ32015",2679,3,2015,"2015Q3"
"NYSE","AA","FQ42015",2451,4,2015,"2015Q4"
"NYSE","AA","FQ12016",2129,1,2016,"2016Q1"
"NYSE","AA","FQ22016",2323,2,2016,"2016Q2"
"NYSE","AA","FQ32016",2329,3,2016,"2016Q3"
"NYSE","AA","FQ42016",2537,4,2016,"2016Q4"
"NYSE","AA","FQ12017",2655,1,2017,"2017Q1"
"NasdaqGS","AAAP","FQ12013",16.83964,1,2013,"2013Q1"
"NasdaqGS","AAAP","FQ22013",17.08482,2,2013,"2013Q2"
"NasdaqGS","AAAP","FQ32013",17.09955,3,2013,"2013Q3"
"NasdaqGS","AAAP","FQ42013",20.50127,4,2013,"2013Q4"
"NasdaqGS","AAAP","FQ12014",22.89287,1,2014,"2014Q1"
"NasdaqGS","AAAP","FQ22014",22.74557,2,2014,"2014Q2"
"NasdaqGS","AAAP","FQ32014",21.37566,3,2014,"2014Q3"
"NasdaqGS","AAAP","FQ42014",23.84434,4,2014,"2014Q4"
"NasdaqGS","AAAP","FQ12015",22.30649,1,2015,"2015Q1"
"NasdaqGS","AAAP","FQ22015",24.73963,2,2015,"2015Q2"
